event_id,log,source,category,subcategory,description,sample,reference,how_to_collect,sample_type,mitre_techniques,priority_signal,acsc_ism_control,cis_control,disa_stig_id,nist_800_53_au,field_schema
1302,audit/SYSCALL,kernel (fs watch),Object Access,File Access (Watch),A file under an audit watch (-w) was read,"Log Name:      audit/SYSCALL
Source:        kernel (fs watch)
Event ID:      1302 (PATH)
Level:         Notice
Host:          db01.prod.example.org
Description:
A path matched by an auditctl -w watch rule was accessed — here, a read of
/etc/shadow outside of any known password-management tool.
type=PATH msg=audit(1732207500.400:50700): item=0 name=""/etc/shadow"" inode=131099
dev=fd:01 mode=0100640 ouid=0 ogid=42 rdev=00:00
objtype=NORMAL key=""sensitive_read""",Paired with a SYSCALL record giving the process (pid/comm/exe) that made the access.,File Access (Watch),illustrative,T1552.001,Yes,0582,,,"AU-2, AU-3, AU-12","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{""item"":""integer"",""name"":""path"",""inode"":""integer"",""dev"":""string"",""mode"":""hex"",""ouid"":""integer"",""ogid"":""integer"",""objtype"":""enum"",""key"":""string""}}"
1330,audit/SYSCALL,kernel (module loader),Object Access,Kernel Module,A kernel module was loaded,"Log Name:      audit/SYSCALL
Source:        kernel (module loader)
Event ID:      1330 (KERN_MODULE)
Level:         Warning
Host:          web01.prod.example.org
Description:
A kernel module was inserted via init_module()/finit_module() — legitimate for
hardware/driver support, but also a classic rootkit persistence technique, so
unexpected modules on a server are worth immediate review.
type=KERN_MODULE msg=audit(1732208000.500:50800): name=""xt_nat""",Pair with a SYSCALL record (comm/exe/pid) to see which process loaded it.,Kernel Module,illustrative,T1547.006; T1014,Yes,0582,6.3.3.15–6.3.3.19 (group; exact sub-control unverified),,"AU-2, AU-3, AU-12","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{""name"":""string""}}"
1305,audit/SYSCALL,auditctl,Policy Change,Audit Configuration,An audit rule was added or removed,"Log Name:      audit/SYSCALL
Source:        auditctl
Event ID:      1305 (CONFIG_CHANGE)
Level:         Notice
Host:          web01.prod.example.org
Description:
The running audit rule set was changed — a watch, syscall rule, or filter was
added or removed.
type=CONFIG_CHANGE msg=audit(1732208200.600:50820): auid=1000 ses=12
subj=unconfined_u:unconfined_r:unconfined_t:s0-s0:c0.c1023
op=add_rule key=""identity"" list=4 res=1",,Audit Configuration,illustrative,T1562.001,,0582,,,"AU-2, AU-9, AU-12","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""subject"":{""auid"":""integer"",""ses"":""integer""},""record"":{""op"":""string"",""key"":""string"",""list"":""integer"",""res"":""enum""}}"
1305,audit/SYSCALL,auditctl,Policy Change,Audit Configuration,Auditing was disabled at the kernel level (auditctl -e 0),"Log Name:      audit/SYSCALL
Source:        auditctl
Event ID:      1305 (CONFIG_CHANGE)
Level:         Critical
Host:          web01.prod.example.org
Description:
The kernel audit subsystem itself was disabled — the direct Linux analogue of
Windows Event ID 1102 ""The audit log was cleared"". After this point nothing is
being recorded until it's re-enabled; forward this event off-box immediately.
type=CONFIG_CHANGE msg=audit(1732208300.700:50830): auid=0 ses=99
subj=unconfined_u:unconfined_r:unconfined_t:s0-s0:c0.c1023
op=set audit_enabled=0 old=1 auid=0 ses=99 res=1","If this wasn't an authorized maintenance window, treat it as an active incident.",Audit Configuration,illustrative,T1562.001,Yes,0582,,,"AU-2, AU-9, AU-12","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""subject"":{""auid"":""integer"",""ses"":""integer""},""record"":{""op"":""string"",""audit_enabled"":""enum"",""old"":""enum"",""res"":""enum""}}"
1127,audit/USER,kernel (init),System,Boot/Shutdown,The system booted,"Log Name:      audit/USER
Source:        kernel (init)
Event ID:      1127 (SYSTEM_BOOT)
Level:         Information
Host:          web01.prod.example.org
Description:
Recorded once auditd is up during early boot, confirming when the audit trail for
this boot cycle began.
type=SYSTEM_BOOT msg=audit(1732190000.000:1): pid=1 uid=0 auid=4294967295
subj=kernel msg='comm=""systemd"" res=success'",,Boot/Shutdown,illustrative,,,,,RHEL-09-654195; RHEL-09-654200,"AU-2, AU-8","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""process"":{""pid"":""integer""},""subject"":{""uid"":""integer"",""auid"":""integer""},""message"":{""comm"":""string"",""res"":""enum""}}"
1128,audit/USER,kernel (init),System,Boot/Shutdown,The system is shutting down,"Log Name:      audit/USER
Source:        kernel (init)
Event ID:      1128 (SYSTEM_SHUTDOWN)
Level:         Information
Host:          web01.prod.example.org
Description:
Recorded as systemd tears the system down — the last audit record before the
trail picks back up at the next SYSTEM_BOOT.
type=SYSTEM_SHUTDOWN msg=audit(1732290000.000:99999): pid=1 uid=0 auid=4294967295
subj=kernel msg='comm=""systemd-shutdow"" res=success'",,Boot/Shutdown,illustrative,,,,,RHEL-09-654195; RHEL-09-654200,"AU-2, AU-8","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""process"":{""pid"":""integer""},""subject"":{""uid"":""integer"",""auid"":""integer""},""message"":{""comm"":""string"",""res"":""enum""}}"
1200,audit/DAEMON,auditd,System,Audit Daemon,The audit daemon started,"Log Name:      audit/DAEMON
Source:        auditd
Event ID:      1200 (DAEMON_START)
Level:         Information
Host:          web01.prod.example.org
Description:
auditd itself came up and began writing records to /var/log/audit/audit.log.
type=DAEMON_START msg=audit(1732190000.100:2): op=start ver=3.1.2
format=enriched kernel=6.8.0-generic auid=4294967295 pid=612 subj=auditd res=success",,Audit Daemon,illustrative,,,0582,6.3.1,,"AU-2, AU-9","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""process"":{""pid"":""integer""},""record"":{""op"":""string"",""ver"":""string"",""format"":""enum"",""kernel"":""string"",""res"":""enum""}}"
1201,audit/DAEMON,auditd,System,Audit Daemon,The audit daemon stopped,"Log Name:      audit/DAEMON
Source:        auditd
Event ID:      1201 (DAEMON_END)
Level:         Warning
Host:          web01.prod.example.org
Description:
auditd exited — either a clean shutdown/restart, or, if unexpected, a sign the
audit trail may have gaps. The Linux analogue of the Windows ""Event log service
was stopped"" condition.
type=DAEMON_END msg=audit(1732208900.200:50900): op=terminate auid=0 pid=612
subj=auditd res=success",Cross-check against a planned maintenance window before treating this as benign.,Audit Daemon,illustrative,T1070.002,Yes,0582,6.3.1,,"AU-2, AU-9","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""process"":{""pid"":""integer""},""subject"":{""auid"":""integer""},""record"":{""op"":""string"",""res"":""enum""}}"
1202,audit/DAEMON,auditd,System,Audit Daemon,The audit daemon aborted startup due to a configuration error,"Log Name:      audit/DAEMON
Source:        auditd
Event ID:      1202 (DAEMON_ABORT)
Level:         Error
Host:          web01.prod.example.org
Description:
auditd failed to start because its configuration (auditd.conf or a rules file)
could not be parsed — the host is running with no active audit trail until fixed.
type=DAEMON_ABORT msg=audit(1732190005.000:3): auditd error halt=1 reason=RULE_LOAD
error_count=1 subj=auditd",Check `journalctl -u auditd` and validate rules with `auditctl -R <file>` before restarting.,Audit Daemon,illustrative,,Yes,0582,6.3.1,,"AU-2, AU-9","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{""halt"":""enum"",""reason"":""string"",""error_count"":""integer""}}"
1203,audit/DAEMON,auditd,System,Audit Daemon,The audit daemon reloaded its configuration,"Log Name:      audit/DAEMON
Source:        auditd
Event ID:      1203 (DAEMON_CONFIG)
Level:         Information
Host:          web01.prod.example.org
Description:
auditd re-read auditd.conf (e.g. after `service auditd reload` or a SIGHUP).
type=DAEMON_CONFIG msg=audit(1732209000.300:50950): op=reload-config auid=0
subj=auditd res=success",,Audit Daemon,illustrative,,,0582,6.3.1,,"AU-2, AU-9","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""subject"":{""auid"":""integer""},""record"":{""op"":""string"",""res"":""enum""}}"
1400,audit/MAC,kernel (SELinux),Mandatory Access Control,SELinux AVC,SELinux denied an operation (AVC denial),"Log Name:      audit/MAC
Source:        kernel (SELinux)
Event ID:      1400 (AVC)
Level:         Warning
Host:          web01.prod.example.org
Description:
A process was blocked from performing an operation its type enforcement policy
doesn't allow. Investigate whether this reflects a real intrusion attempt (a
process operating outside its expected profile) or a legitimate app needing a
policy update — `audit2allow -w -a` explains which.
type=AVC msg=audit(1732209500.400:51000): avc:  denied  { write } for  pid=22190
comm=""httpd"" name=""shadow"" dev=""dm-0"" ino=131099
scontext=system_u:system_r:httpd_t:s0
tcontext=system_u:object_r:shadow_t:s0 tclass=file permissive=0",AVC is also the audit type AppArmor denials use — see the AppArmor AVC entry below.,SELinux AVC,illustrative,T1611,Yes,,,,"AU-2, AU-3, AU-12","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""process"":{""pid"":""integer"",""comm"":""string""},""record"":{""name"":""string"",""dev"":""string"",""ino"":""integer"",""scontext"":""string"",""tcontext"":""string"",""tclass"":""string"",""permissive"":""enum""}}"
1400,audit/MAC,kernel (AppArmor),Mandatory Access Control,AppArmor AVC,AppArmor denied an operation,"Log Name:      audit/MAC
Source:        kernel (AppArmor)
Event ID:      1400 (AVC)
Level:         Warning
Host:          bastion01.prod.example.org
Description:
AppArmor blocked an operation outside a confined process's profile. AppArmor
reuses the same AUDIT_AVC (1400) message type as SELinux — the two are told apart
by the message content (apparmor=""..."" vs avc: denied), not the type code.
type=AVC msg=audit(1732209600.500:51010): apparmor=""DENIED"" operation=""open""
profile=""/usr/sbin/nginx"" name=""/etc/shadow"" pid=22301 comm=""nginx""
requested_mask=""r"" denied_mask=""r"" fsuid=33 ouid=0",aa-status shows loaded profiles and their mode; aa-logprof turns logged denials into profile updates.,AppArmor AVC,illustrative,T1611,Yes,,,,"AU-2, AU-3, AU-12","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""process"":{""pid"":""integer"",""comm"":""string""},""record"":{""operation"":""string"",""profile"":""path"",""name"":""path"",""requested_mask"":""string"",""denied_mask"":""string"",""fsuid"":""integer"",""ouid"":""integer""}}"
1403,audit/MAC,semodule,Mandatory Access Control,MAC Policy,The SELinux policy was (re)loaded,"Log Name:      audit/MAC
Source:        semodule
Event ID:      1403 (MAC_POLICY_LOAD)
Level:         Notice
Host:          web01.prod.example.org
Description:
A new or updated SELinux policy was loaded into the kernel, e.g. via `semodule -i`.
type=MAC_POLICY_LOAD msg=audit(1732209700.600:51020): policy loaded auid=0
ses=4294967295 subj=unconfined_u:unconfined_r:unconfined_t:s0-s0:c0.c1023 res=1",,MAC Policy,illustrative,,,0582,6.3.3.14,,"AU-2, AU-9","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""subject"":{""auid"":""integer"",""ses"":""integer"",""subj"":""string""},""record"":{""res"":""enum""}}"
1404,audit/MAC,setenforce,Mandatory Access Control,MAC Policy,SELinux enforcement mode was changed (enforcing ↔ permissive),"Log Name:      audit/MAC
Source:        setenforce
Event ID:      1404 (MAC_STATUS)
Level:         Critical
Host:          web01.prod.example.org
Description:
SELinux was switched from enforcing to permissive (or vice versa) — while
permissive, SELinux logs what it *would* have denied but blocks nothing, so this
is a high-value event to alert on outside a maintenance window.
type=MAC_STATUS msg=audit(1732209800.700:51030): enforcing=0 old_enforcing=1
auid=0 ses=12 subj=unconfined_u:unconfined_r:unconfined_t:s0-s0:c0.c1023 res=1",,MAC Policy,illustrative,T1562.001,Yes,0582,6.3.3.14,,"AU-2, AU-9","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""subject"":{""auid"":""integer"",""ses"":""integer"",""subj"":""string""},""record"":{""enforcing"":""enum"",""old_enforcing"":""enum"",""res"":""enum""}}"
1325,audit/SYSCALL,kernel (netfilter),Network,Netfilter Configuration,A netfilter (nftables/iptables) table was registered or replaced,"Log Name:      audit/SYSCALL
Source:        kernel (netfilter)
Event ID:      1325 (NETFILTER_CFG)
Level:         Notice
Host:          web01.prod.example.org
Description:
The active firewall ruleset changed — a full table load/replace, e.g. from
`nft -f /etc/nftables.conf` or `iptables-restore`.
type=NETFILTER_CFG msg=audit(1732209900.800:51040): table=filter family=2
entries=48 op=register pid=910 subj=unconfined_u:unconfined_r:unconfined_t:s0-s0:c0.c1023
comm=""nft""",,Netfilter Configuration,illustrative,T1562.004,Yes,,,,"AU-2, AU-12","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""process"":{""pid"":""integer"",""comm"":""string""},""record"":{""table"":""string"",""family"":""integer"",""entries"":""integer"",""op"":""enum""}}"
1324,audit/SYSCALL,kernel (netfilter),Network,Netfilter Packet Log,A packet matched a logging firewall rule,"Log Name:      audit/SYSCALL
Source:        kernel (netfilter)
Event ID:      1324 (NETFILTER_PKT)
Level:         Information
Host:          web01.prod.example.org
Description:
An individual packet was logged by a rule with the AUDIT (or nft `log`) target —
the Linux analogue of Windows Filtering Platform event 5157 ""connection blocked"".
type=NETFILTER_PKT msg=audit(1732210000.900:51050): mark=0 saddr=203.0.113.44
daddr=10.20.30.5 proto=6 sport=51422 dport=22 action=drop",,Netfilter Packet Log,illustrative,,,,,,"AU-2, AU-12","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{""saddr"":""ip"",""daddr"":""ip"",""proto"":""integer"",""sport"":""integer"",""dport"":""integer"",""action"":""enum""}}"
11,ssh/protocol,sshd,Logon/Logoff,SSH Session Disconnect,Client-initiated disconnect after a normal session,"Log Name:      ssh/protocol
Source:        sshd
Event ID:      11 (SSH_DISCONNECT_BY_APPLICATION)
Level:         Information
Host:          bastion01.prod.example.org
Description:
The client or server cleanly ended the SSH session — by far the most common
disconnect reason, logged with the numeric code straight from the SSH wire
protocol (RFC 4253).
Received disconnect from 203.0.113.44 port 54211:11: disconnected by user",See the SSH disconnect reason codes reference table for the full set of 15 codes.,SSH Session Disconnect,illustrative,,,,,,"AU-2, AU-3","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{""remote_addr"":""ip"",""remote_port"":""integer"",""reason_code"":""integer""}}"
2,ssh/protocol,sshd,Logon/Logoff,SSH Session Disconnect,Malformed or out-of-sequence SSH packet received,"Log Name:      ssh/protocol
Source:        sshd
Event ID:      2 (SSH_DISCONNECT_PROTOCOL_ERROR)
Level:         Warning
Host:          bastion01.prod.example.org
Description:
sshd rejected the connection because the peer sent an invalid or out-of-order
protocol message — normal for network scanners probing port 22, unusual from a
real SSH client.
Received disconnect from 198.51.100.23 port 41190:2: Too many authentication failures",,SSH Session Disconnect,illustrative,T1110,Yes,,,,"AU-2, AU-3","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{""remote_addr"":""ip"",""remote_port"":""integer"",""reason_code"":""integer""}}"
14,ssh/protocol,sshd,Logon/Logoff,SSH Session Disconnect,All configured authentication methods were exhausted,"Log Name:      ssh/protocol
Source:        sshd
Event ID:      14 (SSH_DISCONNECT_NO_MORE_AUTH_METHODS_AVAILABLE)
Level:         Warning
Host:          bastion01.prod.example.org
Description:
The client tried every authentication method sshd offered (e.g. publickey, then
password) without success — a classic brute-force / credential-stuffing signature
when it recurs rapidly from the same source.
Received disconnect from 192.0.2.15 port 33210:14: No more authentication methods
available",Correlate with repeated USER_AUTH failures from the same addr= for the same window.,SSH Session Disconnect,illustrative,T1110; T1078,Yes,,,,"AU-2, AU-3","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{""remote_addr"":""ip"",""remote_port"":""integer"",""reason_code"":""integer""}}"
10,ssh/protocol,sshd,Logon/Logoff,SSH Session Disconnect,The SSH connection was lost at the network level,"Log Name:      ssh/protocol
Source:        sshd
Event ID:      10 (SSH_DISCONNECT_CONNECTION_LOST)
Level:         Information
Host:          bastion02.prod.example.org
Description:
The TCP connection dropped without a clean SSH-level close — a flaky network path,
a client that crashed, or a firewall/NAT timeout, rather than either side
intentionally ending the session.
Connection reset by 10.20.30.5 port 60112 [preauth]",,SSH Session Disconnect,illustrative,,,,,,"AU-2, AU-3","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{""remote_addr"":""ip"",""remote_port"":""integer"",""reason_code"":""integer""}}"
7d4958e8-42da-4a75-8f6c-1cdc7b36dcc5,systemd/journal,systemd,Service Management,Unit Lifecycle,A unit's start job has begun execution,"Log Name:      systemd/journal
Source:        systemd
Event ID:      7d4958e8-42da-4a75-8f6c-1cdc7b36dcc5
Level:         Information
Host:          web01.prod.example.org
Description:
systemd began starting a unit — the first half of a start job, paired with either
a ""succeeded"" or ""failed"" message once the job completes.
MESSAGE_ID=7d4958e842da4a758f6c1cdc7b36dcc5
UNIT=nginx.service
JOB_ID=482
JOB_TYPE=start
_COMM=systemd
_PID=1",,Unit Lifecycle,illustrative,,,,,,"AU-2, AU-12","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""guid"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{""unit"":""string"",""job_id"":""integer"",""job_type"":""enum""}}"
39f53479-d3a0-45ac-8e11-786248231fbf,systemd/journal,systemd,Service Management,Unit Lifecycle,A unit's start job has finished successfully,"Log Name:      systemd/journal
Source:        systemd
Event ID:      39f53479-d3a0-45ac-8e11-786248231fbf
Level:         Information
Host:          web01.prod.example.org
Description:
The unit reached the ""active"" state cleanly.
MESSAGE_ID=39f53479d3a045ac8e11786248231fbf
UNIT=nginx.service
JOB_ID=482
JOB_TYPE=start
JOB_RESULT=done
_COMM=systemd
_PID=1",,Unit Lifecycle,illustrative,,,,,,"AU-2, AU-12","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""guid"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{""unit"":""string"",""job_id"":""integer"",""job_type"":""enum"",""job_result"":""enum""}}"
be02cf68-55d2-428b-a40d-f7e9d022f03d,systemd/journal,systemd,Service Management,Unit Failure,A unit's start job has failed,"Log Name:      systemd/journal
Source:        systemd
Event ID:      be02cf68-55d2-428b-a40d-f7e9d022f03d
Level:         Error
Host:          db01.prod.example.org
Description:
A unit failed to reach the active state — the flagship ""service failed to start""
event, worth alerting on for anything security- or availability-critical
(sshd, auditd, the firewall service, etc.).
MESSAGE_ID=be02cf6855d2428ba40df7e9d022f03d
UNIT=postgresql.service
JOB_ID=610
JOB_TYPE=start
JOB_RESULT=failed
_COMM=systemd
_PID=1",`systemctl status <unit>` and `journalctl -u <unit>` for the underlying failure reason.,Unit Failure,illustrative,,Yes,,,,"AU-2, AU-12","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""guid"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{""unit"":""string"",""job_id"":""integer"",""job_type"":""enum"",""job_result"":""enum""}}"
de5b426a-63be-47a7-b6ac-3eaac82e2f6f,systemd/journal,systemd,Service Management,Unit Lifecycle,A unit's stop job has begun execution,"Log Name:      systemd/journal
Source:        systemd
Event ID:      de5b426a-63be-47a7-b6ac-3eaac82e2f6f
Level:         Information
Host:          web01.prod.example.org
Description:
systemd began stopping a unit, e.g. from `systemctl stop`, a dependency change,
or a shutdown in progress.
MESSAGE_ID=de5b426a63be47a7b6ac3eaac82e2f6f
UNIT=nginx.service
JOB_ID=483
JOB_TYPE=stop
_COMM=systemd
_PID=1",,Unit Lifecycle,illustrative,,,,,,"AU-2, AU-12","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""guid"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{""unit"":""string"",""job_id"":""integer"",""job_type"":""enum""}}"
9d1aaa27-d601-40bd-9636-5438aad20286,systemd/journal,systemd,Service Management,Unit Lifecycle,A unit's stop job has finished,"Log Name:      systemd/journal
Source:        systemd
Event ID:      9d1aaa27-d601-40bd-9636-5438aad20286
Level:         Information
Host:          web01.prod.example.org
Description:
The unit reached the ""inactive"" (or ""failed"") state after being stopped.
MESSAGE_ID=9d1aaa27d60140bd96365438aad20286
UNIT=nginx.service
JOB_ID=483
JOB_TYPE=stop
JOB_RESULT=done
_COMM=systemd
_PID=1",,Unit Lifecycle,illustrative,,,,,,"AU-2, AU-12","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""guid"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{""unit"":""string"",""job_id"":""integer"",""job_type"":""enum"",""job_result"":""enum""}}"
d9b373ed-55a6-4feb-8242-e02dbe79a49c,systemd/journal,systemd,Service Management,Unit Failure,A unit has entered the failed state,"Log Name:      systemd/journal
Source:        systemd
Event ID:      d9b373ed-55a6-4feb-8242-e02dbe79a49c
Level:         Error
Host:          db01.prod.example.org
Description:
A running unit exited unexpectedly (non-zero exit code, a crash, or a failed
health check) rather than being asked to stop — distinct from a start job simply
never succeeding.
MESSAGE_ID=d9b373ed55a64feb8242e02dbe79a49c
UNIT=postgresql.service
_COMM=systemd
_PID=1",,Unit Failure,illustrative,,Yes,,,,"AU-2, AU-12","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""guid"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{""unit"":""string""}}"
fe6faa94-e777-4663-a0da-52717891d8ef,systemd/journal,systemd,Service Management,Resource Protection,A process was killed by the OOM killer,"Log Name:      systemd/journal
Source:        systemd
Event ID:      fe6faa94-e777-4663-a0da-52717891d8ef
Level:         Warning
Host:          db01.prod.example.org
Description:
A process belonging to a unit was killed under memory pressure — by the classic
in-kernel OOM killer or by systemd-oomd — and systemd correlated the kill back to
the owning unit for this journal message.
MESSAGE_ID=fe6faa94e7774663a0da52717891d8ef
UNIT=postgresql.service
_COMM=systemd
_PID=1",Follow up with `dmesg -T | grep -i 'killed process'` for the memory numbers at the time of the kill.,Resource Protection,illustrative,,,,,,AU-2,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""guid"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{""unit"":""string""}}"
b07a249c-d024-414a-82dd-00cd181378ff,systemd/journal,systemd,System,Boot/Shutdown,System start-up is now complete,"Log Name:      systemd/journal
Source:        systemd
Event ID:      b07a249c-d024-414a-82dd-00cd181378ff
Level:         Information
Host:          web01.prod.example.org
Description:
systemd finished bringing the system to its target run state — the last ""boot""
milestone, useful for measuring boot time and confirming a clean start.
MESSAGE_ID=b07a249cd024414a82dd00cd181378ff
_COMM=systemd
_PID=1",,Boot/Shutdown,illustrative,,,,,RHEL-09-654195; RHEL-09-654200,"AU-2, AU-8","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""guid"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{}}"
98268866-d1d5-4a49-9c4e-98921d93bc40,systemd/journal,systemd,System,Boot/Shutdown,System shutdown has been initiated,"Log Name:      systemd/journal
Source:        systemd
Event ID:      98268866-d1d5-4a49-9c4e-98921d93bc40
Level:         Notice
Host:          web01.prod.example.org
Description:
A shutdown/reboot/halt was requested and systemd began tearing units down.
MESSAGE_ID=98268866d1d54a499c4e98921d93bc40
_COMM=systemd
_PID=1",,Boot/Shutdown,illustrative,,,,,RHEL-09-654195; RHEL-09-654200,"AU-2, AU-8","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""guid"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{}}"
8d45620c-1a43-48db-b174-10da57c60c66,systemd/journal,systemd-logind,Logon/Logoff,Session Management,A new login session was created,"Log Name:      systemd/journal
Source:        systemd-logind
Event ID:      8d45620c-1a43-48db-b174-10da57c60c66
Level:         Information
Host:          web01.prod.example.org
Description:
systemd-logind registered a new session — for any kind of login (console, SSH,
graphical) once the PAM session hook fires.
MESSAGE_ID=8d45620c1a4348dbb17410da57c60c66
SESSION_ID=15
USER_ID=jsmith
LEADER=15012
_COMM=systemd-logind",loginctl show-session <id> for the full session class/type/state detail.,Session Management,illustrative,T1078,,0582,6.3.3.11; 6.3.3.12,RHEL-09-654250; RHEL-09-654255,"AU-2, AU-3, AU-12","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""guid"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{""session_id"":""integer"",""user_id"":""principal"",""leader"":""integer""}}"
33549394-24b4-456d-9802-ca8333ed424a,systemd/journal,systemd-logind,Logon/Logoff,Session Management,A login session was terminated,"Log Name:      systemd/journal
Source:        systemd-logind
Event ID:      33549394-24b4-456d-9802-ca8333ed424a
Level:         Information
Host:          web01.prod.example.org
Description:
systemd-logind cleaned up a session after the owning process exited.
MESSAGE_ID=3354939424b4456d9802ca8333ed424a
SESSION_ID=15
USER_ID=jsmith
_COMM=systemd-logind",,Session Management,illustrative,,,0582,6.3.3.11; 6.3.3.12,RHEL-09-654250; RHEL-09-654255,"AU-2, AU-3, AU-12","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""guid"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{""session_id"":""integer"",""user_id"":""principal""}}"
c7a78707-9b35-4eaa-a9e7-7b371893cd27,systemd/journal,systemd-timedated,System,Time Change,The system clock was changed,"Log Name:      systemd/journal
Source:        systemd-timedated
Event ID:      c7a78707-9b35-4eaa-a9e7-7b371893cd27
Level:         Notice
Host:          web01.prod.example.org
Description:
The wall clock stepped — manually (date/timedatectl set-time), or via an NTP step
correction. A meaningful backward jump right after other suspicious activity is a
classic log-timeline-obfuscation signal, the Linux analogue of Windows Event ID
4616 ""The system time was changed"".
MESSAGE_ID=c7a787079b354eaaa9e77b371893cd27
_COMM=systemd-timedated",Pair with an audit watch on /etc/adjtime and /etc/localtime to catch the configuration side too.,Time Change,illustrative,,Yes,0988,6.3.3.4,,"AU-2, AU-8","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""guid"",""level"":""enum"",""host"":""string"",""description"":""string""},""record"":{}}"
f77379a8-490b-408b-be5f-6940505a777b,systemd/journal,systemd-journald,System,Journal,The journal service started,"Log Name:      systemd/journal
Source:        systemd-journald
Event ID:      f77379a8-490b-408b-be5f-6940505a777b
Level:         Information
Host:          web01.prod.example.org
Description:
systemd-journald came up and began collecting log data — the Linux analogue of
the Windows ""Event log service was started"" condition.
MESSAGE_ID=f77379a8490b408bbe5f6940505a777b
_COMM=systemd-journald
_PID=308",,Journal,illustrative,,,1405,,,"AU-2, AU-9","{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""guid"",""level"":""enum"",""host"":""string"",""description"":""string""},""process"":{""pid"":""integer""},""record"":{}}"
